Term	odds_ratio	Category	SampleID	CpGType	pvalue	EnrichType	-log10(Pval)
ZNF223	 7.131	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NFIC	 5.143	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
DRAP1	10.651	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF816	 6.604	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF577	 7.624	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CHD2	13.528	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
RFX5	10.206	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CDK9	13.601	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
HSF1	11.298	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
L3MBTL4	 8.641	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZFX	12.786	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF18	 8.127	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ELF4	 8.477	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CTCF	 6.834	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
POU2AF1	 5.200	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF324	 9.238	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF596	 8.980	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZBED4	12.148	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF148	 7.173	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CBX1	12.275	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF468	 8.714	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
BRD9	12.331	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CEBPA	 8.263	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PAXIP1	 9.648	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NFATC3	 5.917	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MAF1	 9.230	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
DR1	12.119	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
RBFOX2	 6.240	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
YBX3	 7.528	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF589	 4.734	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZFP36	 7.853	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF141	 5.858	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF423	 7.997	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
UBN1	 8.964	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
EZH2	 7.995	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZBTB24	 5.665	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF274	10.894	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
KAT2B	 9.029	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NUTM1	 4.822	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MECOM	 9.634	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SIN3A	13.558	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NKX2-5	 4.286	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
KLF16	10.345	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF30	 8.029	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
HNF1B	10.167	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZMYM2	 9.643	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
RPA2	 2.354	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
DIDO1	 8.592	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
HLF	 3.427	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
STAT5A	 4.707	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
OGT	11.742	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
LMO2	 7.595	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MNT	12.331	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
POU5F1	12.685	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF398	 8.458	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
IRF5	 8.323	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
FOSL1	 7.215	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NCOR2	 6.056	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
TBX21	 9.469	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MAML1	 6.341	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
KDM6B	10.167	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PHF21A	 9.587	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MLXIP	 6.666	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
TBP	13.796	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NFRKB	 6.875	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MGA	 9.772	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
KLF7	 9.426	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
HDAC1	12.724	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NCOA4	 7.037	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF320	 6.496	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
RNF2	12.505	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CBFA2T2	 3.367	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
JMJD1C	 9.675	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MZF1	 7.366	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF674	 9.256	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CBX7	 7.840	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZSCAN22	12.509	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SIN3B	12.516	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NCOA2	 4.299	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MBD2	 9.481	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZFP42	 9.014	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
JUND	10.792	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
HMGB2	 1.978	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZSCAN21	 8.241	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF232	11.352	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
RBM34	13.384	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF146	 7.502	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SMARCC1	13.190	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF322	 6.721	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NONO	14.223	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NEUROD1	12.823	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZXDC	 6.825	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MTF2	 9.082	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MXD4	11.332	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ARID3B	 8.327	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
DACH1	 5.818	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
DAXX	 4.842	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
RORC	 8.545	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
AFF4	12.931	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
BMI1	 6.002	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF558	 5.195	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CCAR2	 6.845	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF561	12.357	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PRDM14	 6.528	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZC3H8	 5.304	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ATRX	13.159	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PRDM10	 9.054	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
EHF	 6.689	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SPI1	 6.116	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZBTB7B	10.216	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZKSCAN2	 4.616	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF436	 3.987	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NR0B1	 9.819	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZBTB16	 5.853	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ASH2L	10.951	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CTNNB1	11.152	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF524	10.565	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
FOXF1	 3.336	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MYOD1	 7.158	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
HIF3A	10.325	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
E2F5	10.717	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MYNN	10.215	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
TFAP4	 7.771	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MIER1	 4.192	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZHX2	10.628	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PCGF1	 9.953	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SP5	11.682	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF652	 8.370	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF221	10.493	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
LMO1	11.652	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PAX6	 6.989	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SUPT6H	 7.844	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CHD8	 8.075	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
BRD7	10.133	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
HES1	 5.080	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
HBP1	12.208	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SMAD5	10.857	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF550	 8.417	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
TET2	10.018	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF157	 3.984	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PAF1	 8.486	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SETX	 6.608	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
FOXM1	 7.401	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
GATA1	 7.649	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
YY1AP1	 8.397	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
KAT7	 8.872	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
E4F1	 7.603	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF23	 4.764	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF574	10.360	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
KLF9	12.175	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
AHR	 9.608	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SOX6	11.048	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
HDGF	 3.156	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
KDM4C	13.372	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF675	 8.956	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF180	 9.395	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
JUN	10.630	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF3	 6.924	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF629	 8.445	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF786	10.888	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NIPBL	10.197	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ASXL1	12.025	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
THAP11	10.513	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MORC2	11.237	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
TRPS1	 5.496	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
FOXL2	 7.749	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CD74	 9.797	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
BRF1	 4.392	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF239	 6.591	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
KMT2B	14.939	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZFP91	 6.976	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
POU2F2	 6.619	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
HMGXB4	11.636	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF335	 7.028	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ERG	13.164	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
GABPA	11.970	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF8	 5.035	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF800	11.669	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PHF8	12.690	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MYOG	 2.747	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NFIB	 7.169	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SOX4	10.014	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF319	 5.315	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PAX5	12.387	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
FOS	 7.722	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MEF2D	12.662	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MED12	 7.957	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SRSF1	10.401	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
OVOL3	 8.459	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SMC1	 8.851	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZFP64	11.361	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF697	11.544	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SRC	 4.902	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CREB5	 4.554	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SMARCA2	 3.574	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF410	 5.735	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
TSHZ2	 7.317	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
KLF12	13.473	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SMC1A	 8.740	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CTBP2	 9.751	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF549	 7.352	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SUPT5H	13.374	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ARID1A	11.405	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZIC5	10.230	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZBTB8A	10.458	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ELF1	13.277	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NBN	 8.935	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF565	 6.055	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ASCL1	 4.059	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
RFXAP	13.565	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SMC3	 7.390	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF44	11.119	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
GTF2F1	13.006	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SS18-SSX	 5.823	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CRX	11.590	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SATB1	 5.999	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NAB2	11.359	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF276	11.768	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
TFDP1	13.805	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF257	 7.029	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ESR2	 8.101	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF660	11.721	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ETS1	12.872	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF883	11.152	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZSCAN2	 7.274	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
RUVBL1	 9.936	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF114	 7.575	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF79	 3.766	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
STAT2	 6.995	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZSCAN5A	10.129	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
TCF4	 6.177	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
WDHD1	 9.165	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SALL2	 7.756	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
FOXO1-PAX3	 3.949	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SMAD4	 9.709	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF28	 5.044	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PGR	 8.740	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF341	 8.966	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF580	 8.544	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PBX1	 6.339	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF830	 5.919	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZC3H11A	 7.988	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
RBAK	 6.446	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
FOXK1	10.921	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NELFE	13.922	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
RFX3	10.064	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
RXRA	 8.912	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ETS2	 9.889	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
RBM39	10.172	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
TRIM25	11.689	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF394	 8.130	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
BRD4	12.400	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SIX1	10.210	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MTA2	 7.800	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CREM	12.373	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
SMAD3	11.965	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
MYOCD	 5.035	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PARP1	 7.660	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NFATC2	 7.534	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
U2AF2	 9.175	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF768	 4.362	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
KLF6	11.409	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ELF2	12.387	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
PRMT5	 8.557	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
INO80	11.641	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF350	 8.569	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF337	11.047	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NCBP1	14.966	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF571	 9.902	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF624	 4.348	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
OGG1	 4.022	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF792	 7.512	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF543	10.447	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ARNTL	14.246	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
ZNF518A	 8.005	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
CBFA2T3	 4.166	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
NRF1	13.997	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
USF2	 7.572	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
HOMEZ	 7.419	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
EBF3	 6.538	TFBSrm	Luo2022	Positive	0.0	Enrich	26.0
16	 1.381	MetagenePC	Luo2022	Positive	0.0	Enrich	26.0
-7	 1.527	MetagenePC	Luo2022	Positive	0.0	Enrich	26.0
-6	 1.681	MetagenePC	Luo2022	Positive	0.0	Enrich	26.0
17	 1.427	MetagenePC	Luo2022	Positive	0.0	Enrich	26.0
-2	10.914	MetagenePC	Luo2022	Positive	0.0	Enrich	26.0
-9	 1.438	MetagenePC	Luo2022	Positive	0.0	Enrich	26.0
15	 1.376	MetagenePC	Luo2022	Positive	0.0	Enrich	26.0
-8	 1.453	MetagenePC	Luo2022	Positive	0.0	Enrich	26.0
-3	 7.503	MetagenePC	Luo2022	Positive	0.0	Enrich	26.0
18	 1.422	MetagenePC	Luo2022	Positive	0.0	Enrich	26.0
-5	 2.158	MetagenePC	Luo2022	Positive	0.0	Enrich	26.0
19	 1.422	MetagenePC	Luo2022	Positive	0.0	Enrich	26.0
0	 5.255	MetagenePC	Luo2022	Positive	0.0	Enrich	26.0
-10	 1.455	MetagenePC	Luo2022	Positive	0.0	Enrich	26.0
-4	 4.216	MetagenePC	Luo2022	Positive	0.0	Enrich	26.0
-1	10.911	MetagenePC	Luo2022	Positive	0.0	Enrich	26.0
14	 1.355	MetagenePC	Luo2022	Positive	0.0	Enrich	26.0
1_TssA	17.179	REMCChromHMM	Luo2022	Positive	0.0	Enrich	26.0
11_BivFlnk	 5.317	REMCChromHMM	Luo2022	Positive	0.0	Enrich	26.0
10_TssBiv	 8.772	REMCChromHMM	Luo2022	Positive	0.0	Enrich	26.0
13_ReprPC	 2.595	REMCChromHMM	Luo2022	Positive	0.0	Enrich	26.0
2_TssAFlnk	 2.809	REMCChromHMM	Luo2022	Positive	0.0	Enrich	26.0
12_EnhBiv	 3.693	REMCChromHMM	Luo2022	Positive	0.0	Enrich	26.0
12	 3.878	nFlankCG	Luo2022	Positive	0.0	Enrich	26.0
11	 2.779	nFlankCG	Luo2022	Positive	0.0	Enrich	26.0
22	11.460	nFlankCG	Luo2022	Positive	0.0	Enrich	26.0
14	 5.956	nFlankCG	Luo2022	Positive	0.0	Enrich	26.0
20	10.766	nFlankCG	Luo2022	Positive	0.0	Enrich	26.0
17	 8.580	nFlankCG	Luo2022	Positive	0.0	Enrich	26.0
13	 4.987	nFlankCG	Luo2022	Positive	0.0	Enrich	26.0
26	13.066	nFlankCG	Luo2022	Positive	0.0	Enrich	26.0
10	 1.972	nFlankCG	Luo2022	Positive	0.0	Enrich	26.0
15	 6.913	nFlankCG	Luo2022	Positive	0.0	Enrich	26.0
31	13.882	nFlankCG	Luo2022	Positive	0.0	Enrich	26.0
27	13.388	nFlankCG	Luo2022	Positive	0.0	Enrich	26.0
24	12.474	nFlankCG	Luo2022	Positive	0.0	Enrich	26.0
28	13.440	nFlankCG	Luo2022	Positive	0.0	Enrich	26.0
19	10.151	nFlankCG	Luo2022	Positive	0.0	Enrich	26.0
30	13.099	nFlankCG	Luo2022	Positive	0.0	Enrich	26.0
29	13.506	nFlankCG	Luo2022	Positive	0.0	Enrich	26.0
25	13.328	nFlankCG	Luo2022	Positive	0.0	Enrich	26.0
23	12.107	nFlankCG	Luo2022	Positive	0.0	Enrich	26.0
16	 7.971	nFlankCG	Luo2022	Positive	0.0	Enrich	26.0
21	11.150	nFlankCG	Luo2022	Positive	0.0	Enrich	26.0
18	 9.187	nFlankCG	Luo2022	Positive	0.0	Enrich	26.0
SCGS	 3.100	Tetranuc2	Luo2022	Positive	0.0	Enrich	26.0
Simple_repeat	 7.472	rmsk2	Luo2022	Positive	0.0	Enrich	26.0
Low_complexity	 7.256	rmsk2	Luo2022	Positive	0.0	Enrich	26.0
ATRX	 4.945	TFBS	Luo2022	Positive	6.8e-317	Enrich	26.0
ZNF560	 5.936	TFBSrm	Luo2022	Positive	8.64e-316	Enrich	26.0
ZNF488	 4.853	TFBSrm	Luo2022	Positive	9.08e-311	Enrich	26.0
ZNF85	 7.655	TFBSrm	Luo2022	Positive	4.0700000000000003e-305	Enrich	26.0
RORA	 9.967	TFBS	Luo2022	Positive	5.870000000000001e-305	Enrich	26.0
PRDM2	 5.623	TFBSrm	Luo2022	Positive	2.1100000000000002e-302	Enrich	26.0
BTAF1	 5.061	TFBS	Luo2022	Positive	2.31e-301	Enrich	26.0
ZNF565	 7.565	TFBS	Luo2022	Positive	4.2899999999999995e-300	Enrich	26.0
ZSCAN26	 8.688	TFBSrm	Luo2022	Positive	4.3e-300	Enrich	26.0
POLR3D	 1.453	TFBS	Luo2022	Positive	2.01e-298	Enrich	26.0
ZNF700	 3.683	TFBSrm	Luo2022	Positive	1.06e-297	Enrich	26.0
32	12.102	nFlankCG	Luo2022	Positive	8.18e-296	Enrich	26.0
MPHOSPH8	 6.089	TFBS	Luo2022	Positive	2.4e-293	Enrich	26.0
ZNF317	 2.217	TFBSrm	Luo2022	Positive	5.2600000000000004e-291	Enrich	26.0
ZKSCAN2	 5.394	TFBS	Luo2022	Positive	3.41e-286	Enrich	26.0
EPAS1	 3.716	TFBS	Luo2022	Positive	1.13e-278	Enrich	26.0
MEIS1	 2.940	TFBS	Luo2022	Positive	6.33e-275	Enrich	26.0
ZNF585A	 3.727	TFBSrm	Luo2022	Positive	4.729999999999999e-274	Enrich	26.0
